EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3,Department,JobRole,Gender,Age,BusinessTravel,EducationField,MaritalStatus,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,AttritionRiskScore,RecommendationCategory,AIRecommendation,RetentionPriorityScore,AttritionProbability (%),GlobalRiskRank,DepartmentRiskRank,JobRoleRiskRank,AgeGroup,IncomeBand,CompanyTenure,YearsUntilRetirement,ReviewPriority,ExecutiveAction,RiskPercentile,HighValueEmployee,RetentionActionRequired,HRHealthScore,HealthCategory,HRPriorityIndex,HRPriorityLevel
419,0.1943,Low,OvertimeRisk,2.0635,0,Increases Attrition Risk,FrequentTraveler,1.0369,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5502,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,26,Travel_Rarely,Life Sciences,Divorced,2886,3,No,4,1,1,2.0,0.0,0.595,0.75,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,19.0,19.43,948,593,211,18–30,Low,Early,34,Annual,No Action Required,30.3,No,No,15.7,Critical,45.38,Medium
420,0.3068,Low,OvertimeRisk,2.2648,0,Increases Attrition Risk,NumCompaniesWorked,0.8223,4.0,Increases Attrition Risk,JobRole_Laboratory Technician,0.5733,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,30,Non-Travel,Life Sciences,Married,2097,5,No,4,3,1,3.0,0.666666667,0.406,0.5,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,31.0,30.68,700,413,134,18–30,Low,Early,30,Annual,No Action Required,49.4,No,No,16.0,Critical,52.01,Medium
421,0.4009,Medium,OvertimeRisk,2.1192,0,Increases Attrition Risk,StockOptionLevel,1.0914,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9567,1.0,Increases Attrition Risk,Research & Development,Research Director,Male,29,Travel_Rarely,Medical,Married,11935,10,No,3,2,3,2.0,1.0,0.667,0.91,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,40.0,40.09,530,293,19,18–30,Very High,Experienced,31,Annual,No Action Required,62.2,No,No,16.0,Critical,57.65,Medium
422,0.3687,Medium,OvertimeRisk,1.9556,0,Increases Attrition Risk,StockOptionLevel,1.4027,0.0,Increases Attrition Risk,JobSatisfaction,-0.5264,2.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,29,Travel_Rarely,Technical Degree,Married,2546,2,No,2,3,4,1.666666667,1.666666667,0.43,0.29,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",37.0,36.87,585,332,138,18–30,Low,New,31,Annual,No Action Required,57.9,No,No,15.8,Critical,55.8,Medium
423,0.7126,High,OvertimeRisk,2.082,0,Increases Attrition Risk,StockOptionLevel,1.2701,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8183,1.0,Increases Attrition Risk,Human Resources,Human Resources,Male,19,Travel_Rarely,Technical Degree,Single,2564,1,No,4,1,4,2.0,1.0,0.357,0.5,0.0,Retention,Understand employee expectations and strengthen long-term retention strategies.,76.0,71.26,104,5,5,18–30,Low,New,41,This Month,Manager Review,92.9,No,Yes,15.9,Critical,76.4,High
424,0.2051,Low,OvertimeRisk,2.01,0,Increases Attrition Risk,StockOptionLevel,0.8846,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5663,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,30,Non-Travel,Other,Married,8412,9,No,1,3,3,2.0,1.333333333,0.344,0.82,0.667,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",21.0,20.51,918,340,257,18–30,Very High,Experienced,30,Annual,No Action Required,32.8,No,No,15.9,Critical,45.95,Medium
425,0.1561,Low,OvertimeRisk,1.8641,0,Increases Attrition Risk,FrequentTraveler,0.6164,0.0,Increases Attrition Risk,DailyRate,-0.5556,210.0,Reduces Attrition Risk,Sales,Manager,Male,57,Travel_Rarely,Marketing,Divorced,14118,1,No,4,1,2,2.0,0.333333333,0.607,0.03,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",16.0,15.61,1038,368,74,51–60,Very High,New,3,Annual,No Action Required,23.4,No,No,15.6,Critical,43.13,Medium
426,0.0242,Low,OvertimeRisk,1.8603,0,Increases Attrition Risk,MaritalStatus_Single,-0.564,0.0,Reduces Attrition Risk,FrequentTraveler,0.5259,0.0,Increases Attrition Risk,Research & Development,Manager,Male,50,Travel_Rarely,Life Sciences,Married,17046,27,No,3,2,3,1.666666667,1.0,0.345,0.93,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",2.0,2.42,1342,896,101,41–50,Very High,Veteran,10,Annual,No Action Required,0.3,No,No,15.8,Critical,35.13,Low
427,0.1028,Low,OvertimeRisk,1.9103,0,Increases Attrition Risk,StockOptionLevel,1.2034,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.6911,1.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,30,Non-Travel,Medical,Single,2564,11,No,4,3,2,3.0,1.0,0.271,0.85,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",10.0,10.28,1185,776,233,18–30,Low,Veteran,30,Annual,No Action Required,11.9,No,No,16.1,Critical,39.73,Low
428,0.3813,Medium,OvertimeRisk,1.9677,0,Increases Attrition Risk,StockOptionLevel,1.0193,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5814,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,60,Travel_Frequently,Marketing,Married,10266,18,No,1,3,4,2.0,1.666666667,0.402,0.78,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",38.0,38.13,556,235,170,51–60,Very High,Veteran,0,Annual,No Action Required,60.0,No,No,16.0,Critical,56.48,Medium
429,0.099,Low,OvertimeRisk,1.7205,0,Increases Attrition Risk,FrequentTraveler,0.8412,0.0,Increases Attrition Risk,DailyRate,-0.5094,983.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Female,47,Travel_Rarely,Medical,Divorced,5070,5,No,4,1,3,2.333333333,0.666666667,0.464,0.24,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",10.0,9.9,1196,785,122,41–50,High,Early,13,Annual,No Action Required,11.1,No,No,15.8,Critical,39.62,Low
430,0.1205,Low,OvertimeRisk,1.9745,0,Increases Attrition Risk,StockOptionLevel,1.2439,0.0,Increases Attrition Risk,NumCompaniesWorked,0.715,6.0,Increases Attrition Risk,Research & Development,Research Director,Male,46,Travel_Rarely,Life Sciences,Married,17861,3,No,3,1,1,2.0,0.0,0.631,0.11,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,12.0,12.05,1140,741,62,41–50,Very High,Early,14,Annual,No Action Required,15.3,No,No,15.6,Critical,40.99,Medium
431,0.2866,Low,OvertimeRisk,2.1391,0,Increases Attrition Risk,StockOptionLevel,1.31,0.0,Increases Attrition Risk,JobSatisfaction,-0.5696,3.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,35,Travel_Rarely,Life Sciences,Single,4230,5,No,3,4,3,2.333333333,1.666666667,0.34,0.71,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",29.0,28.66,740,443,145,31–40,Medium,Early,25,Annual,No Action Required,46.3,No,No,16.1,Critical,50.76,Medium
432,0.1549,Low,OvertimeRisk,1.9019,0,Increases Attrition Risk,StockOptionLevel,1.1102,0.0,Increases Attrition Risk,JobSatisfaction,-0.6394,3.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,54,Travel_Rarely,Life Sciences,Single,3780,1,No,3,3,3,2.666666667,1.333333333,0.417,0.05,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",15.0,15.49,1046,666,202,51–60,Medium,New,6,Annual,No Action Required,22.8,No,No,16.0,Critical,42.89,Medium
433,0.0838,Low,OvertimeRisk,1.7847,0,Increases Attrition Risk,NumCompaniesWorked,0.7308,3.0,Increases Attrition Risk,FrequentTraveler,0.7128,0.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,34,Travel_Rarely,Life Sciences,Divorced,2768,7,No,3,4,3,2.666666667,1.666666667,0.246,0.47,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,8.0,8.38,1235,816,269,31–40,Low,Experienced,26,Annual,No Action Required,8.1,No,No,16.1,Critical,38.59,Low
434,0.1526,Low,OvertimeRisk,1.593,1,Increases Attrition Risk,FrequentTraveler,0.8043,0.0,Increases Attrition Risk,Gender_Female,-0.4727,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,46,Travel_Rarely,Marketing,Married,9071,3,Yes,4,3,3,2.666666667,1.333333333,0.668,0.19,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",15.0,15.26,1054,373,276,41–50,Very High,Early,14,Annual,No Action Required,22.2,No,No,16.1,Critical,42.72,Medium
435,0.1395,Low,OvertimeRisk,1.961,0,Increases Attrition Risk,NumCompaniesWorked,0.8242,1.0,Increases Attrition Risk,FrequentTraveler,0.6532,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,31,Travel_Rarely,Life Sciences,Divorced,10648,13,No,2,3,4,2.666666667,1.666666667,0.833,0.93,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0,13.95,1093,702,97,31–40,Very High,Veteran,29,Annual,No Action Required,18.9,No,No,16.3,Critical,41.85,Medium
436,0.3263,Low,OvertimeRisk,1.741,1,Increases Attrition Risk,StockOptionLevel,1.1792,0.0,Increases Attrition Risk,NumCompaniesWorked,1.0976,7.0,Increases Attrition Risk,Research & Development,Manager,Male,33,Travel_Rarely,Medical,Married,13610,7,Yes,3,2,4,2.666666667,1.333333333,0.368,0.44,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0,32.63,668,390,37,31–40,Very High,Experienced,27,Annual,No Action Required,51.8,No,No,16.0,Critical,53.18,Medium
437,0.5963,Medium,OvertimeRisk,2.0658,0,Increases Attrition Risk,FrequentTraveler,0.9214,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6054,7.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,33,Travel_Rarely,Medical,Divorced,3408,4,No,4,1,3,1.0,0.666666667,0.359,0.44,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,60.0,59.63,217,91,33,31–40,Medium,Early,27,Quarterly,No Action Required,85.0,No,No,15.5,Critical,69.58,High
438,0.5177,Medium,OvertimeRisk,1.9227,0,Increases Attrition Risk,StockOptionLevel,1.2086,0.0,Increases Attrition Risk,JobSatisfaction,-0.6055,2.0,Reduces Attrition Risk,Sales,Sales Representative,Male,30,Travel_Rarely,Marketing,Single,2983,3,No,2,4,3,2.0,1.666666667,0.383,0.6,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0,51.77,330,169,44,18–30,Medium,Early,30,Quarterly,No Action Required,76.7,No,No,16.0,Critical,64.66,High
439,0.1546,Low,OvertimeRisk,2.0807,1,Increases Attrition Risk,StockOptionLevel,1.2951,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8004,4.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,35,Travel_Rarely,Life Sciences,Married,7632,8,Yes,3,4,3,3.0,1.666666667,0.524,0.73,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,15.0,15.46,1048,668,92,31–40,High,Experienced,25,Annual,No Action Required,22.7,No,No,16.3,Critical,42.76,Medium
440,0.2432,Low,OvertimeRisk,1.6993,0,Increases Attrition Risk,StockOptionLevel,1.0281,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7949,3.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,31,Travel_Frequently,Life Sciences,Married,9824,1,No,3,1,3,1.333333333,0.666666667,0.524,0.08,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,24.0,24.32,820,500,64,31–40,Very High,New,29,Annual,No Action Required,40.3,No,No,15.5,Critical,48.39,Medium
441,0.4491,Medium,OvertimeRisk,1.7952,1,Increases Attrition Risk,FrequentTraveler,0.9966,1.0,Increases Attrition Risk,IncomePerJobLevel,-0.5118,3316.67,Reduces Attrition Risk,Human Resources,Human Resources,Female,34,Travel_Frequently,Human Resources,Divorced,9950,3,Yes,1,2,3,1.666666667,1.0,0.595,0.25,0.667,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",45.0,44.91,439,19,19,31–40,Very High,Early,26,Annual,No Action Required,68.7,No,No,15.7,Critical,60.67,High
442,0.3165,Low,OvertimeRisk,2.0551,0,Increases Attrition Risk,NumCompaniesWorked,0.6367,4.0,Increases Attrition Risk,DailyRate,-0.5394,1474.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,42,Travel_Frequently,Other,Married,2093,2,No,3,2,3,2.666666667,1.0,0.432,0.22,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0,31.65,684,402,132,41–50,Low,New,18,Annual,No Action Required,50.5,No,No,16.0,Critical,52.59,Medium
443,0.54,Medium,OvertimeRisk,2.2861,0,Increases Attrition Risk,StockOptionLevel,1.1322,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.6908,1.0,Reduces Attrition Risk,Sales,Sales Executive,Male,36,Non-Travel,Medical,Single,9980,10,No,4,2,2,3.0,0.666666667,0.371,0.91,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",54.0,54.0,296,156,113,31–40,Very High,Experienced,24,Quarterly,No Action Required,79.0,No,No,16.1,Critical,65.96,High
444,0.5859,Medium,OvertimeRisk,2.0713,0,Increases Attrition Risk,StockOptionLevel,1.2081,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5915,5.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,22,Travel_Frequently,Technical Degree,Single,3894,2,No,3,3,3,2.333333333,1.333333333,0.43,0.4,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,59.0,58.59,232,99,38,18–30,Medium,New,38,Quarterly,No Action Required,83.7,No,No,16.0,Critical,68.75,High
445,0.0945,Low,OvertimeRisk,1.7209,0,Increases Attrition Risk,MaritalStatus_Single,-0.6766,0.0,Reduces Attrition Risk,FrequentTraveler,0.5267,0.0,Increases Attrition Risk,Sales,Sales Executive,Female,48,Travel_Rarely,Marketing,Married,4051,9,No,4,2,3,2.0,1.0,0.355,0.6,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",9.0,9.45,1208,409,301,41–50,Medium,Experienced,12,Annual,No Action Required,10.1,No,No,15.9,Critical,39.31,Low
446,0.4917,Medium,OvertimeRisk,2.0623,0,Increases Attrition Risk,StockOptionLevel,1.1856,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5516,0.713,Reduces Attrition Risk,Sales,Manager,Female,55,Travel_Rarely,Life Sciences,Single,16835,10,No,2,1,3,2.0,0.666666667,0.713,0.26,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",49.0,49.17,376,179,13,51–60,Very High,Experienced,5,Annual,No Action Required,73.4,No,No,15.7,Critical,63.22,High
447,0.4877,Medium,OvertimeRisk,2.2178,0,Increases Attrition Risk,StockOptionLevel,1.1956,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6031,7.0,Increases Attrition Risk,Sales,Sales Executive,Male,41,Non-Travel,Life Sciences,Single,6230,14,No,4,4,3,3.666666667,1.666666667,0.466,0.82,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,49.0,48.77,383,181,131,41–50,High,Veteran,19,Annual,No Action Required,72.9,No,No,16.5,Critical,62.66,High
448,0.4392,Medium,OvertimeRisk,1.8367,0,Increases Attrition Risk,StockOptionLevel,1.3252,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.589,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,35,Travel_Rarely,Marketing,Married,4717,11,No,3,2,3,2.333333333,1.0,0.283,0.69,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",44.0,43.92,457,203,148,31–40,Medium,Veteran,25,Annual,No Action Required,67.5,No,No,15.9,Critical,59.99,Medium
449,0.2544,Low,OvertimeRisk,2.0302,0,Increases Attrition Risk,StockOptionLevel,1.204,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5828,0.567,Reduces Attrition Risk,Research & Development,Manufacturing Director,Female,40,Travel_Rarely,Life Sciences,Single,13237,20,No,3,2,3,2.333333333,1.0,0.567,0.87,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",25.0,25.44,797,485,53,31–40,Very High,Veteran,20,Annual,No Action Required,42.0,No,No,16.0,Critical,48.86,Medium
450,0.2256,Low,OvertimeRisk,2.0744,0,Increases Attrition Risk,FrequentTraveler,0.8335,1.0,Increases Attrition Risk,NumCompaniesWorked,0.5959,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,39,Travel_Frequently,Life Sciences,Married,3755,8,No,3,3,3,2.0,1.333333333,0.333,0.89,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,23.0,22.56,863,532,161,31–40,Medium,Experienced,21,Annual,No Action Required,37.1,No,No,16.0,Critical,47.14,Medium
451,0.7826,High,OvertimeRisk,2.3611,1,Increases Attrition Risk,StockOptionLevel,1.2449,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.5061,3.0,Reduces Attrition Risk,Sales,Sales Executive,Male,31,Travel_Rarely,Life Sciences,Single,6582,6,Yes,4,2,4,2.666666667,1.333333333,0.464,0.55,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",83.0,78.26,52,33,29,31–40,High,Experienced,29,This Month,Manager Review,96.5,No,Yes,16.1,Critical,80.52,Critical
452,0.6551,Medium,OvertimeRisk,2.0068,1,Increases Attrition Risk,NumCompaniesWorked,0.8941,1.0,Increases Attrition Risk,FrequentTraveler,0.8693,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,42,Travel_Rarely,Medical,Married,7406,10,Yes,1,4,2,2.666666667,1.333333333,0.627,0.91,0.933,Retention,Understand employee expectations and strengthen long-term retention strategies.,66.0,65.51,157,64,1,41–50,High,Experienced,18,Quarterly,No Action Required,89.1,No,No,16.1,Critical,72.87,High
453,0.2459,Low,OvertimeRisk,1.8564,0,Increases Attrition Risk,FrequentTraveler,0.6109,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5172,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,45,Travel_Rarely,Other,Married,4805,8,No,2,4,4,2.333333333,2.0,0.54,0.8,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",25.0,24.59,811,309,231,41–50,Medium,Experienced,15,Annual,No Action Required,41.1,No,No,16.2,Critical,48.27,Medium
